"geo_accession"	"tissue"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_email"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"tissue:ch1"
"GSM2301825"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 8"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301825/suppl/GSM2301825_9287078002_K_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301826"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 9"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301826/suppl/GSM2301826_9287078087_K_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301827"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 10"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301827/suppl/GSM2301827_9464921105_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301828"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 11"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301828/suppl/GSM2301828_8381670042_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301829"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 12"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301829/suppl/GSM2301829_9287078069_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301830"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 13"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301830/suppl/GSM2301830_9287078074_H_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301831"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 14"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301831/suppl/GSM2301831_9464921093_G_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301832"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 15"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301832/suppl/GSM2301832_9464921093_K_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301833"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 16"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301833/suppl/GSM2301833_9464921101_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301834"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 17"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301834/suppl/GSM2301834_9464921100_C_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301835"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 18"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301835/suppl/GSM2301835_9464921101_K_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301836"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 19"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301836/suppl/GSM2301836_8381670042_L_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301837"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 20"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301837/suppl/GSM2301837_9287078102_F_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301838"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 21"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301838/suppl/GSM2301838_9287078074_J_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301839"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 22"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301839/suppl/GSM2301839_9287078096_F_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301840"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 23"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301840/suppl/GSM2301840_9287078102_J_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301841"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 24"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301841/suppl/GSM2301841_9464921101_E_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301842"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 25"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301842/suppl/GSM2301842_9464921093_J_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301843"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 26"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301843/suppl/GSM2301843_9464921101_I_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301844"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 27"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301844/suppl/GSM2301844_9287078069_J_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301845"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 28"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301845/suppl/GSM2301845_9287078069_A_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301846"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 29"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301846/suppl/GSM2301846_9287078094_H_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301847"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 30"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301847/suppl/GSM2301847_9287078096_H_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301848"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 31"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301848/suppl/GSM2301848_9287078102_A_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301849"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 32"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301849/suppl/GSM2301849_9287078002_F_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
